ind,sentence,talkNum,sentenceNum
3450,"And they found things like, when you see crystal meth on the street, if you add police presence, you can curb the otherwise inevitable spate of assaults and robberies that would happen.",3271,49
3451,"When the mission was over, they actually landed on the thing.",4299,247
3452,"Her name is Pam Moran in Albemarle County, Virginia, the foothills of the Blue Ridge Mountains.",3563,7
3453,"From Terra’s perspective, her path will  simply be a vertical line, with distance equal to zero and each tick on the line equivalent  to a year as she perceives it.",713,19
3454,The annual rate of war has fallen from about 22 per hundred thousand per year in the early '50s to 1.2 today.,1407,45
3455,Normally I would but I'm in a pissy mood.,2892,130
3456,"When I enter into dialogue, I really hope that the other side would pick up my points of view, that I would impress upon them my opinions and my values.",3379,97
3457,"Later, this method was picked up by the advertising industry with the help of consultants, like Austrian-born psychologist Ernest Dichter, who first coined the term focus group.",1228,7
3458,"I mean that's the essence of it all.Now I had my nine groups, but, I mean, it's already quite a reduction.",3383,63
3459,"The first is the good ship Masifa, which we invented as a way of being able to sail a hydrophone, an underwater microphone, over the reefs so that we could start to understand the rich tapestry of sound that's made as you travel from different types of reef.",832,57
3460,A friend of mine has a slogan; he's another poet.,3306,30
3461,"Instead of a Walter Cronkite today, i.e., someone who a significant number of people trust, we are exposed to an overwhelming number of sources of information on multiple platforms, working around the clock to get our attention, some motivated to purposely manipulate us with lies and propaganda, some inept, shelling out incomplete, misleading or poorly-sourced information and some doing exemplary reporting but still doubted almost as much for any mistakes or perceived bias.",1340,47
3462,And now my mission to control and predict had turned up the answer that the way to live is with vulnerability and to stop controlling and predicting.,3643,93
3463,"But when it comes to governance of the global space, my guess is this won't happen through the creation of more U.N. institutions.",3384,34
3464,"The game — well, Kay — is actually a representation of me and the path I went through to overcome my struggles.",602,30
3465,"I cannot tell you, we were so amazed and pleased and thrilled to discover that the same predictions we made in the theory were actually satisfied in real systems, many different real systems.",1457,101
3466,"Secondly, as a machine, I could place digital information, or output information, into reality.",2107,51
3467,"This is the nest of the mature colony, and there's the nest entrance.",4271,15
3468,We have a system of justice in this country that treats you much better if you're rich and guilty than if you're poor and innocent.,3325,90
3469,"The Venice Time Machine, the project I'm going to talk to you about, is a joint project between the EPFL and the University of Venice Ca'Foscari.There's something very peculiar about Venice, that its administration has been very, very bureaucratic.",2730,39
3470,"Back in the meeting, I ditch my agenda, and I ask the same question again, and I kept my eyes off the business leaders, and I avoided eye contact with the city officials, and I stared down my big buddy until he went for it.",632,79
3471,"And what we did is collect a whole database of motions, both on ground and in water, to really collect a whole database of motor behaviors that a real animal can do.",2156,54
3472,The potential to harvest this energy at our buildings' surfaces is enormous.,1419,21
3473,"This sign is the most frequently-occurring sign in the Indus script, and it's only in this text that it occurs as a doubling pair.Why is that the case?",3513,143
3474,(Laughter) And I'll just have to leave the guns and megachurches back in Whitopia.Thank you.,2286,80
3475,"When he pushes his shoulders forward, he goes into a dive.",3423,6
3476,"In the Alps, Swiss cheesemaking was particularly successful – producing a myriad of cow’s milk cheeses.",1083,26
3477,"And, of course, Arctic communities are toast.The other kinds of effects of climate change — this is coral bleaching.",3793,95
3478,"And at these festivals there would be some other gloomy writers, and they would come from places such as Egypt, Nigeria, Pakistan, Bangladesh, Philippines, China, Venezuela, Russia.",1637,66
3479,"Now should we be upset about this, about the potential disintegration of Iraq?",3930,102
3480,"And sleep, particularly rapid eye movement sleep, actually offers a form of emotional first aid.",276,21
3481,"So, Hacking Team has also been actively courting the U.S. law enforcement market.",2685,43
3482,"Yes, it will take a solar panel.",4213,131
3483,These are logistics elements that are scattered across the United States.One thing that three-dimensional interactions and the general idea of imbuing computation with space affords you is a final destruction of that unfortunate one-to-one pairing between human beings and computers.,3775,99
3484,My dung is burned as fuel.,4157,179
3485,"You borrow each other's cars.And despite all this, as my daughter loves to say, everything is not rainbows and unicorns in cohousing, and I'm not best friends with every single person in my community.",1715,66
3486,"You had separated functions, increasingly.",3154,15
3487,"However cruel, however ruthless you can think this is it's a great design, and it is miles away from the fancy furniture, but still, it's part of my same field of passion.What I've been doing at MoMA since the beginning is to try to harness the power of MoMA because it's great to work there.",4268,32
3488,"And I was last week walking on Lafayette Street in Manhattan and got a call from a woman who I didn't know, but she called to tell me that Joyce had passed away at the age of 23.",4131,11
3489,"Liquids and gases usually have  two types of motion: a laminar flow, which is stable  and smooth; and a turbulent flow, which is composed  of seemingly unorganized swirls.",911,8
3490,"Agloe is a scrabblization of the initials of the two guys who made this map, Ernest Alpers and Otto [G.] Lindberg, and they released this map in 1937.",2291,5
3491,"And so I think — again, I keep using the words "emotional sobriety," but the emotional sobriety that would be required is to feel that anger, acknowledge it, to show yourself mercy for how uncomfortable it is, and then to steadily, recognizing, again, that this is a marathon not a sprint, do what you reasonably can do to change the situation.CA: I mean, the part of me that's constantly looking for the better narrative hopes that the anger we feel now could almost displace some of — I mean, the world's been an angry place for the last couple years.",432,329
3492,How long did it take the US credit card companies to implement chip and pin?,1974,32
3493,"It's like, "Do you want to get your luggage stolen at the airport?"",1102,23
3494,"A short, tight rubber band is  holding them together— that’s the attractive force of gravity.",995,4
3495,"And there are, fortunately now, dozens of companies — we need it to be hundreds — who, likewise, if their science goes well, if the funding for their pilot plants goes well, that they can compete for this.",3846,178
3496,You can kind of tell from their reactions.,2684,15
3497,You could tell that Rich felt guilty that this factory was closing on his watch.What hit me the hardest at that time was that this wasn't just an old factory.,873,31
3498,"KBI: I'm just telling her to make sure she places it well so that it won't affect my face — the explosion, you know.",4109,100
3499,"On a college campus, a group of students supporting the Israelis and those supporting the Palestinians were constantly reporting each other for disrupting events, tearing down posters and engaging in verbal confrontations.",159,23
3500,"It was around this time that, even though I didn't necessarily feel all that different from my peers, other people did.",336,32
3501,"Celestial mechanics  is not making it so easy for an exchange of material between planets, and so if we were to discover life on those planets, it would be different from us.",2366,103
3502,We talked in hushed tones about the great discoveries then.,4382,127
3503,"""But Coach, why are you speaking?",1727,13
3504,"However, the other individuals are represented by these blue slides, which show tooth and bone samples that were matched to DNA evidence collected from family members to prove they were the identities of those individuals.",3280,60
3505,"Well, it means that just as the English language is made up of alphabetic letters that, when combined into words, allow me to tell you the story I'm going to tell you today, DNA is made up of genetic letters that, when combined into genes, allow cells to produce proteins, strings of amino acids that fold up into complex structures that perform the functions that allow a cell to do what it does, to tell its stories.",1112,2
3506,Because the physics that governs the behavior of systems at such small scales is much different than the physics of the macroscopic objects you see around you all the time.,2548,10
3507,"Wars, trade agreements and consumer habits rooted in the Global North play a major and devastating role here.",643,84
3508,"If we can build therapies that mutate and transmit, we can overcome drug resistance, overcome adherence barriers, and if we do it properly, we will convert the super-spreaders from the greatest barrier to the most powerful deployment strategy that we can imagine.This is a radical concept.",169,53
3509,"Effective practice is consistent, intensely focused, and targets content or weaknesses that lie at the edge  of one's current abilities.",1836,18
3510,"But the hope is that you're serving the needs of your family by engaging in a strategy where very few of your fellow workers are going to be infectious anyway, so that's the plan, but um —UA: That's right.CA: Tell me this, though — because four days out of 14, someone's going to say, "Well, great idea, but that implies, like, a 70 percent loss of productivity in the economy, so that can't possibly work."",372,25
3511,"A month after, my editor told me they were ending political cartoons altogether.So we could, and we should, have a discussion about that cartoon.",726,86
3512,"Ms. Anna Mae, a retired clerical worker living on a fixed income in Opa-locka, walked in for medication refills.",361,36
3513,[What about the global response could be improved?,477,51
3514,"Let's invest enough in the middle class to make our economy fairer and more inclusive, and by fairer, more truly competitive, and by more truly competitive, more able to generate the solutions to human problems that are the true drivers of growth and prosperity.",2558,112
3515,"They were saying, "This is explicitly intended to give police an option between shouting and shooting.",3352,52
3516,"So they're all hunkered down there.Then, also, there's a safety in numbers thing, because it also helps you keep away the predators, because if, say, a seagull wants to pick you up and eat you, it's more difficult for the seagull if they're all stuck together.And then another thing is it also helps with reproductive efficiency.",1039,14
3517,"I love his pink little cheeks, his munchkin energy.",2723,130
3518,"It was a very nice experience, and the cars were clean and reliable, and it all worked.And so from a branding perspective, they got a lot right.",3608,43
3519,"For six years, I've been hanging out with these guys.",3744,113
3520,"When those doors close, people are trapped in this tiny space with someone they have been taught to associate with danger.",338,86
3521,"None of it was for introverts, and I not only thought that that wasn't fair, because a third to a half of the world's population are introverts, which isn't fair on them, because we burn out, or we'd be put off by activism and not do it, and everyone needs to be an activist in this world.",1594,14
3522,It is only by stopping the transmission that the world will be able to deal with it.,4004,34
3523,"Common sense suggests that the cat is either alive or dead, but Schrödinger pointed out that according to quantum physics, at the instant before the box is opened, the cat is equal parts alive and dead, at the same time.",2507,3
3524,"It was a photograph — not of space-time, but of an eclipse, with a dot there rather than there.",3910,51
3525,"The length of the interrogation was the duration of the tape: 15 songs, 45 minutes.",2392,67
3526,"Over 20,000 economists whose job it is, competitive entry to get there, couldn't see what was happening.Globalization is getting more complex.",3911,6
3527,This diagram shows fundamentally how the bionic limb is controlled.,2663,79
3528,"(Laughter)DB: OK, so it's important, because we ask different questions depending how old we are.",797,65
3529,"I saw new and previously unthinkable possibilities to live and contribute, both for myself and others in my circumstance.All of us have disabilities in one form or another.",2762,28
3530,"And you spin this drum, and you look through the slits into the inside of the drum, and you see the animation pop to life.",1640,4
3531,"Mud walls need speed breakers so that the rainwater cannot run down the wall fast, and these speed breakers could be lines of bamboo or stones or straw mixed into the mud, just like a hill needs trees or rocks in order to prevent erosion.",1651,37
3532,"That is, whether you care about security, search and rescue or health, we must preserve nature's designs, otherwise these secrets will be lost forever.",3983,153
3533,"Editors and executive producers will have to fight harder against the blurring between opinion and news until all the stories we need to know, not just the ones or the one that might increase ratings and clicks.",1340,123
3534,"My instinct tells you that any improvement would be rather slight, because they were designed as functions of the system they were designed to fit, and as I said, type is very adaptable.",2644,52
3535,"It's been one of the most successful funds of its type, raising almost 10 billion dollars.",2074,38
3536,"That is the type of transformation that we need if we are going to address the many water crises we see in our world today, these harrowing water crises that have streamed across our digital devices in countdowns to Day Zero, the point at which municipal water supplies are shut off.Places like Cape Town, South Africa, where in 2018, residents were limited to two-minute showers and 23 gallons of water per day per person, or just this past summer, where the mismanagement of water led the streets of Chennai to be lined with thousands of plastic water jugs as residents waited hours for water tankers to deliver water, first by rail, then by truck, to meet their daily needs.",588,25
3537,He supports a British football team owned by a Russian.,1678,88
3538,"It affects areas like the nucleus accumbens, the pleasure and reward center of the brain that is implicated in substance dependence.",2414,41
3539,"Weidmann was due to be executed at the crack of dawn, as was customary at the time, but his executioner was new to the job, and he'd underestimated how long it would take him to prepare.",2255,29
3540,"We included heterosexual couples, where the man for some reason did not have good-quality sperm, and lesbian couples who obviously needed to find sperm elsewhere.",1894,13
3541,"You know, economists like to say, there are no bad people, there are just bad incentives.And that's actually true.",3217,58
3542,I think Ringling Brothers may have gone too far with an ad they took out in the New York Times Magazine.,4027,81
3543,"So the way you calculate the bite force of T. rex, and the way people have done it, is they scan a skull and make a three-dimensional, digital model inside the computer.",999,23
3544,One of those insights came to me a few years ago when I was visiting with our medical outreach team.,1604,60
3545,"When they asked him if he knew much about photography, he lied, learned to read Europe like a map, upside down, from the height of a fighter plane, camera snapping, eyelids flapping the darkest darks and brightest brights.",3406,74
3546,"For me, it was simply an excuse to design a book that you could literally take the pants off of.",3292,74
3547,"Is there anything you can tell us about this?GS: We actually don't chat very much about this particular project, not because we're hiding anything, but this is probably one of the most challenging if not the most challenging project we've undertaken.",1414,76
3548,"And at about the same time, and I think partly because of that, I started doing something that I'd forgotten about in my business focus: I started to read again.",4261,29
3549,And I think it's really beautiful how nature has distributed control to really give a lot of responsibility to the spinal cord so that the upper part of the brain doesn't need to worry about every muscle.,2156,77
3550,"But it was only until three years ago, when I ran the London Marathon bleeding freely on my cycle to combat the global menstrual stigma that women face every day all around the world, that I realized that I have a message, and that the most effective way that I can convey my message was through my music.And why music?",1084,32
3551,"The sun is for beauty in our environment, like in this building — the High Museum in Atlanta, which has been created by Renzo Piano from Italy, together with Arup Lighting, a brilliant team of lighting designers, who created a very subtle modulation of light across the space, responding to what the sun does outside, just because of all these beautiful openings in the roof.",3589,14
3552,"It's self-lit, you don't need any overhead lighting, so the neighbors don't complain about metal-halide lighting in their face.",4180,119
3553,"On top of that, there was — it became systemic, or I should say systematic controls for hygiene in social and public spaces.",441,183
3554,"Instead, there's this elaborate shuffling of bags and using your body to say that you need to get past, instead of using two words.In Egypt, I'm told, it's rude to ignore a stranger, and there's a remarkable culture of hospitality.",1982,94
3555,"And I'm here today to share a new way that we're working with technology to this end, to get familiar with our inner self like never before — humanizing technology and furthering that age-old quest of ours to more fully know the self.",3623,30
3556,"It was he who broke the Mayan codex, enabling scholars to relate the pictographs on Mayan ceramics to the hieroglyphs of the Mayan script.On the occasion of my first visit, we toured his house and we saw hundreds of works of museum quality, and then we paused in front of a closed door and Dr. Robicsek said, with obvious pride, "Now for the piece De resistance."",4264,102
3557,"Even though this was a bad one, we still dodged a really, really bad one this time.DB: Yeah, Middle East Respiratory Syndrome is no joke, and we should be thankful that it doesn't spread more easily, like SARS-CoV.",371,68
3558,"High-resolution imagery turns maps into a living canvas on which we can instantly experience the rhythm and visual iconography of a city, often from thousands of miles away.",75,25
3559,"They spent 10, 20, 30 years in prison for these crimes, and now DNA testing has proven that they are actually innocent.",2815,32
3560,"I hear and feel the hurt of white men at the betrayal by the same powerful white men who tell them that their skin color is their ticket to a good life and power, only to discover, as the circle of whiteness narrows, that their tickets have expired and no longer carry first-class status.Now that we've touched the hurt, we must ask ourselves, "Where does it hurt and what is the source of the hurt?"",1025,30
3561,"Now, most popular views of AI, of course, come from science fiction and the movies, and I'm personally a big Star Wars fan.",1658,9
3562,"Sometimes the sun does shoot flares at Earth, but the magnetic fields surrounding our planet blocks most of that radiation.",2918,23
3563,"It hit in what we now know as Yucatan, the Gulf of Mexico.",3417,19
3564,"Hence, a very small change in the amount of carbon stored in soil can make a big difference in maintenance of the earth's atmosphere.But soil's not just simply a storage box for carbon, though.",749,18
3565,"The problem is that in general, subordinate males cannot defend females from dominant males, and besides, females tend to prefer mating with dominant males for the genetic benefits, producing stronger, healthier offspring.",1023,58
3566,"Survivors are occasionally called to try to identify these items physically, but physical browsing is extremely difficult, an ineffective and painful process.",2547,18
3567,This actually meant 21 days counting to potentially disease or death.,1458,28
3568,"(Applause)So when I heard Elizabeth Holmes had dropped out of Stanford at age 19 to start this company, and it was being quite successful, to me, it was a signal of, you know, it didn't matter what your background was.",146,21
3569,"So, sure enough, it's one o'clock, room's freezing, I go to close the window and I hear people shouting outside, and I thought, "Oh, the bars must have just gotten out."",4197,199
3570,"You need also state ownership, especially of land assets, in order to build and roll out infrastructures very quickly.",3472,21
3571,Many of the novel's elements became genre staples inspiring classics and the countless movies they spawned.,1761,28
3572,"And you can see that, in a developing society that was beginning to acquire language, not having language would be a like a bird without wings.",3490,62
3573,The remarkable thing is the sensory information coming into the brain hasn't changed at all.,1719,75
3574,"It's just a wonderful tale of innovation, and how it happens in unlikely ways.",3706,97
3575,"(Laughter)NK: Did you hear that, really?FG: Yeah, when he was in Rome.Moshe Safdie: He was a real nomad.",4030,32
3576,"Soon after, an organization I volunteer with, All Hands Volunteers, were on the ground, within days, working as part of the response efforts.",3173,4
3577,"Till a couple months later, I went back to the same airport — same plane, I think — and looked up, and it said C. (Laughter) It was only then that I realized it was simply a gate that I was coming into.",4079,14
3578,The word introspection does not appear a single time in the books we want to analyze.So our way to solve this is to build the space of words.,2053,12
3579,"So in his book, "Regenesis," which I recommend, he has a chapter on the science of bringing back extinct species, and he has a machine called the Multiplex Automated Genome Engineering machine.",2995,41
3580,"El Greco's painting, "The Purification of the Temple," in which Christ, in the center, in a sweeping and violent gesture, is expelling the sinners from the temple of prayer.",1096,45
3581,"The whole point of acts of idiocy is that they leave you totally uninsured; they leave you exposed to the world and exposed to your own vulnerability and fallibility in face of, frankly, a fairly indifferent universe.This is obviously an incredibly painful experience.",3408,92
3582,"I had not taken any biology, even in college, so I had to go from a biology textbook to a college-level textbook and then medical textbook and the journal articles, back and forth, and eventually I knew enough to think that it might be possible that somebody could find a cure.",2340,47
3583,"And clearly, we're not finished, because when we left that pilot study and went back to Dublin, I rolled home in my wheelchair and I'm still paralyzed and I'm still blind and we're primarily focusing on the paralysis at the moment, but being at this conference, we're kind of interested if anyone does have a cure for blindness, we'll take that as well.",1239,89
3584,"First of all, you need to be impressive and intimidating and demonstrate your vigor on occasion and show that you are very strong, and there's all sorts of ways of doing that.",1342,54
3585,"So biologically, there are plenty of species that display banding or patterns, warning patterns, to either be cryptical in the water or warn against being attacked, not the least of which is the pilot fish which spends a big slab of its life around the business end of a shark.",2641,13
3586,"What do we have to get to to achieve the Global Goals?Now, the Global Goals are certainly ambitious, but they're not about turning the world into Norway in just 15 years.",2237,35
3587,The champagne's on ice just next to you; you've got the glasses chilled to celebrate.,4400,85
3588,"It was a steel needle through skin, muscle and bone that would deliver a deep piece of me to the surface and answer a question I wish didn't have to be asked.",320,20
3589,"And you'll need to attract families, the residents who will come and live there permanently, raise their children, get an education for their children, and get their first job.With that charter, people will move there.",3955,68
3590,"Imagine a world where health-concerned cigarette smokers, especially if a policy goes into effect that takes the nicotine levels down to minimally or nonaddictive levels, could transition to alternative and less harmful forms of nicotine delivery, starting with FDA-approved nicotine medications, like the gum, patch and lozenge.And finally, imagine a world and a properly regulated marketplace, whether it's e-cigarettes or whatever the technology of the day, it's not the product developers and the marketers who decide which products come to market and what claims get made for them, it's review scientists at FDA, who look at applications and decide, using the standard that Congress has entrusted us to implement and enforce, whether a particular product should come to market, because the marketing of that product and the words of our law would be appropriate for the protection of the public health.",571,130
3591,"I think he's going to talk about that later in the conference.Now, I don't think that probability is the right category to discuss this issue in, but I do agree with him about this: we can survive and we can fail to survive.",4416,88
3592,"This, we are finally realizing, is where healing happens.",2265,30
3593,"That's the people work I care about, because people work.Family, I'm asking you to do the hard work, the difficult work, the churning work of bestowing undeserved kindness upon those who we can relegate as garbage, who we can disregard and discard easily.",1749,39
3594,"In a recent trial we just wrapped up at the Media Lab, one of our patients, a U.S. veteran who has been an amputee for about 20 years and worn dozens of legs, said of one of our printed parts, "It's so soft, it's like walking on pillows, and it's effing sexy."",2651,15
3595,"In China, they've had them in for six weeks, it's tough to maintain that, so we need to think of these tradeoffs of all the things we can ask people to do, what's going to have the most impact on actually reducing the burden.",457,25
3596,"Here it is in the lightweight, the medium weight and the bold weight.",791,39
3597,The cat came and went through an open window in the van.,3908,19
3598,"In this 21st century, designers will extend the nervous system into powerfully strong exoskeletons that humans can control and feel with their minds.",1373,80
3599,"Solar panels, when you put them on a roof, deliver about 20 watts per square meter in England.",3240,77
3600,"They describe the tears that they've shed for my son, and it makes my burden of grief just a little bit lighter knowing that it's shared with a 10-year-old watching a YouTube playthrough, or a doctor playing on his airplane with a smartphone, or a professor introducing Joel to her first-year philosophy students.We made a video game that's hard to play.",1788,50
3601,"There's a billion people obese or overweight and a billion people hungry.So those seem like two bifurcated problems, but I kind of started to think about, you know, what is obesity and hunger?",3749,31
3602,"The Akuriyos have 35 words for honey, and other Indians look up to them as being the true masters of the emerald realm.",2472,79
3603,"Now, the first question was answered in 1926 by a fellow named Oskar Klein.",4226,52
3604,"The columns and the ground is made of tabby shales scooped up from the Atlantic, a reminder of that awful crossing.",1271,109
3605,"Complex, nuanced sentences like this one are now understandable with deep learning algorithms.",2456,62
3606,"And the female C.O.s gossip to each other.So I spent numerous amounts of time with numerous amounts of C.O.s, and let me tell you about this one in particular named Monroe.",2396,19
3607,"(Applause)Finally: we can't expect progress if we're unwilling to confront the conflicts of interest that suppress science, that undermine innovation and that discourage transparency.",721,84
3608,"But the window of opportunity was innovation and new mindset, which today has led to a completely new governance strategy to build resilience, acknowledge redundancy and invest in the whole system as an integrated whole, and then allow for much more redundancy in the system.Sweden, the country I come from, has other examples, where wetlands in southern Sweden were seen as — as in many countries — as flood-prone polluted nuisance in the peri-urban regions.",3720,86
3609,"That’s where the time increases in proportion to  the number of blocks there are.Now write a loop for Hedge  to approach the piles individually, and stop when he finds a good one,  and you’ll be ready to go.Here’s what happens:Hedge is fast, but there are so many piles it takes a long time.",537,36
3610,"I was witnessing and mourning the very real impact of climate change, which is felt in ways both large and small in my city, my country and on my continent.Sierra Leone now regularly experiences extreme weather patterns, particularly abnormally heavy rainfall or delayed rains, both of which can lead to crop failures and in turn fuel the migration of people from rural areas to cities.",125,6
3611,"We put a mask on it, looked at it deep down in the ground, checked it out from all sides, west, north, south, east, top and bottom.",3926,98
3612,The lives of the elderly are widely recognized as constituting a disaster area of modern American society.,2759,88
3613,"It's become the de facto battle for gay equality, and it seems like daily, laws prohibiting it are being challenged in the courts, even in places like Texas and Utah, which no one saw coming.So a lot has changed since that night in 2008 when I felt torn in half.",2601,54
3614,"When your psychological world is breaking down, the hardest thing to do is to try and reach out and build up your social world.And so we studied exactly this idea on a much larger scale.",1505,91
3615,"There were these particles in breast milk that were found already in the 1930s called human milk oligosaccharides, but their function remained a mystery for decades and decades after their initial discovery.",587,31
3616,"And I was thinking, like, what would happen if you put my GPS trace into the algorithm?",50,14
3617,And it's been used most famously in Haiti in the aftermath of the earthquake.,3755,17
3618,"What do you think the scientific consensus is going to likely end up being on, like, the two key numbers of its infectiousness and its fatality rate?LB: So I think the kind of equation to keep in mind is that the virus moves dependent on three major issues.",406,34
3619,"I think "fresh" is a great word that really spins this category into the positive, versus "fights odor and wetness."",3574,107
3620,"They can use their creativity and knowledge to rebuild the entire system, and it's there for the taking right now, and the faster we do this, the better.So could we achieve this in their lifetimes?",2308,143
3621,""Ah, you're a Kenyan Asian.",1678,4
3622,"If we make the edges of those petals exactly right, if we control their shape, we can control diffraction, and now we have a great shadow.",2645,46
3623,"And Darwin himself mused in a letter to a colleague that he thought that life probably emerged in some warm little pond somewhere — maybe not in Scotland, maybe in Africa, maybe somewhere else.",3474,71
3624,"We know where a lot of those kits are.Our testing showed that women were raped waiting in their cars, waiting for friends, on their way to work, on their way from work, at gas stations, at shopping malls.",1193,126
3625,(Applause)I'm glad you agree.,674,16
3626,"And I realized that as the magazine had become known for its in-depth research and long reports, some of the humor had gotten lost along the way, because now often Eustace Tilley was seen as a haughty dandy, but in fact, in 1925, when Rea Irvin first drew this image, he did it as part of a humor magazine to amuse the youth of the era, which was the flappers of the roaring twenties.",1706,3
3627,"(Laughter)And these qualities have brought a lot of attention to Blue School as a truly innovative school.Nearly 10 years in, we announced the expansion of the middle school.",1541,50
3628,Merchants and emissaries filled  gaps in the story with epic poems and Biblical fragments.,451,10
3629,"However cancer is constrained by living inside our bodies, and its continued growth, its spreading through our bodies and eating away at our tissues, leads to the death of the cancer patient and also to the death of the cancer itself.So cancer could be thought of as a strange, short-lived, self-destructive life form — an evolutionary dead end.",3464,42
3630,"(Laughter)If you put it next to contemporary architecture, it feels totally natural to me.",4424,223
3631,"Whether it was to be remembered in my thoughts or their loved ones', they needed to feel that they would be living on.",2522,31
3632,"You start by teaching angles — an acute angle, a right angle, an obtuse angle, a straight angle.",3556,31
3633,"I think the Sahara's  still full of treasures, and when people tell me there are no places left to explore, I like to quote a famous dinosaur hunter, Roy Chapman Andrews, and he said, "Always, there has been an adventure just around the corner — and the world is still full of corners."",2359,31
3634,"And consequently, I've come to associate plants with adventure and discovery and excitement.",216,30
3635,But what more could she have done if she’d had the modern means of communications available to her to create a sense that the injustice that people saw had to be acted upon immediately?Now look at what’s happened in the last 10 years.,3961,26
3636,"I mean, I didn't think of myself as having polio, and I didn't think of the kids I was talking to as having cerebral palsy.",1077,44
3637,"They engineered a system that was so robust that it's still with us today, continuously producing identical people for a machine that no longer exists.",3008,16
3638,"Now his failure to satisfy the family life, is an inevitable association of great people.",4030,53
3639,"In fact, the anonymous admin job was to collect ideas, help people to vote on them and actually tell them what they are doing.",3599,76
3640,"And in that process that's going to morph from being just for diseases, to being for lesser vulnerabilities, like risk of manic depression or something, to picking personalities, temperaments, traits, these sorts of things.",4024,99
3641,"So you see that because of the way we perceive quantities, as the war drags on, the number of soldiers committed to it and the casualties will increase not linearly — like 10,000, 11,000, 12,000 — but exponentially — 10,000, later 20,000, later 40,000.",3252,27
3642,"From my perspective on the ground in Ethiopia, the country can go one of two ways: either down a path of inclusive, democratic participation, or down a more divisive path of ethnic divisions.",80,52
3643,"So Jewish activists studied and taught it to their children, raising the first native speakers in nearly 100 generations.",617,12
3644,"They thought the educational opportunities for him were not what they should be, and so they decided they would build a little center — two classrooms that they started with a few other parents — to educate kids with DS.",2912,82
3645,"Pretty much in every case, that's how a charity starts.",3103,5
3646,"No one has been successful deploying a huge constellation for internet broadband, or basically for satellite internet, and I don't think physics is the difficulty here.",1414,77
3647,"Because if you look at a brain with your naked eye, you don't really see how complex it is, but when you use a microscope, finally the hidden complexity is revealed.In the 17th century, the mathematician and philosopher, Blaise Pascal, wrote of his dread of the infinite, his feeling of insignificance at contemplating the vast reaches of outer space.",3700,85
3648,"He joked in our conversation that what if, instead of a spell check, you had a compassion check, meaning, you might highlight a word that might be accidentally abrasive — perceived as abrasive by someone else.So does this kind of conversation happen in the real world, not just in these design meetings?",2032,67
3649,"We have to look past our unconscious bias, find someone to mentor who's at the opposite end of your spectrum because structural change takes time, and I don't have that level of patience.",2332,117
3650,"If you have a dog, you may have observed that you give a dog a treat, and it magically seems to disappear after just one bite.",530,80
3651,"But always remember, every one of us is an individual, a human being with a beating heart, who cares and wants to live their authentic life.",2264,159
3652,"By what it wants, I mean, what are its inherent trends and biases?",4398,27
3653,"All this leads to the development of self-esteem and confidence.Mother Teresa of Calcutta insisted on something that always impressed me: the most miserable and tragic thing about poverty is not the lack of bread or roof, but the feeling of being no-one — the feeling of not being anyone, the lack of identification, the lack of public esteem.",4063,33
3654,"I, like most of you, was sitting down, the day after Christmas in 2004, when I was watching the devastating news of the Asian tsunami as it rolled in, playing out on TV.",3956,15
3655,"This small group of women, determined to bring an end to the war, and they chose to use their traditions to make a point: Liberian women usually wear lots of jewelry and colorful clothing.",3800,101
3656,"From my perspective on the ground in Ethiopia, the country can go one of two ways: either down a path of inclusive, democratic participation, or down a more divisive path of ethnic divisions.",80,52
3657,"And there are non-zero-sum relationships that maybe people aren't aware of.For example, probably a lot of American Christians don't think of themselves as being in a non-zero-sum relationship with Muslims halfway around the world, but they really are, because if these Muslims become happier and happier with their place in the world and feel that they have a place in it, that's good for Americans, because there will be fewer terrorists to threaten American security.",4121,96
3658,"Well, there's no silver bullet, as they say, but there's plenty of silver buckshot.",1082,104
3659,Our license was rejected —(Laughter)on the grounds — Reserve Bank said that we cannot issue a license to the bank whose promoting members who are nonliterate.,1269,34
3660,"Perhaps counterintuitively, I'm guessing it's a visionary idea from the late 1930s that's been revived every decade since: autonomous vehicles.",2667,99
3661,"So now, osun honey and osunality re-affirm the normality of sexual pleasure and the erotic.",1501,49
3662,"As part of a task of mapping the informal trade ecosystem, we've done an extensive literature review of all the reports and research on cross-border trade in East Africa, going back 20 years.",1596,2
3663,"And soon we'll add not just ships and planes but all the other objects, and we can output data feeds of those locations of all these objects over time that can be integrated digitally from people's work flows.",1303,49
3664,"And who could fail to notice, lit up in the blazing insulation, the tiny looks of wonderment on the faces of his fellow mice — one-time inhabitants of what once was your house in the country?",3306,69
3665,He's more known for his innovations and avant-garde techniques.,275,12
3666,Your honor and your reputation would outlive your earthly existence.,4141,21
3667,"Now using this method with our malaria samples, we were able to find out what the mosquito was detecting, and we found the malaria-associated compounds, mainly aldehydes, a group of compounds that smelled, that signified the malaria signal here.",676,91
3668,"As the queen claps her hands,  four odd-looking soldiers approach and lie down next to each other, covering the first chessboard.",133,7
3669,"In 2004, a new company called Vemma Nutrition started offering a life-changing  opportunity to earn full time income  for part time work.",936,0
3670,"Internet governance, pandemics, terrorism and, perhaps most importantly, climate crisis and biodiversity loss.In some senses, the idea of the Moon as just a destination embodies these problematic qualities.",212,13
